symbol,name,reportDate,fiscalDateEnding,estimate,currency,timeOfTheDay
CALC,CALCIMEDICA INCORPORATED,2026-03-26,2025-12-31,-0.55,USD,
CAMP,CAMP4 THERAPEUTICS CORP,2026-03-26,2025-12-31,-0.27,USD,
CEVIF,CEVIF,2026-03-26,2025-12-31,,USD,
CEVMF,CEVMF,2026-03-26,2025-12-31,1.21,USD,
CGXYF,CGXYF,2026-03-26,2025-12-31,0.26,USD,
CHEAF,CHEAF,2026-03-26,2025-12-31,,USD,
CHFLF,CHFLF,2026-03-26,2025-12-31,,USD,
CHKIF,CHKIF,2026-03-26,2025-12-31,,USD,
CHSTF,CHSTF,2026-03-26,2025-12-31,,USD,
CHSTY,CHSTY,2026-03-26,2025-12-31,,USD,
CICHF,CICHF,2026-03-26,2025-12-31,0.3,USD,
CICHY,CICHY,2026-03-26,2025-12-31,0.8891,USD,
CIIHF,CIIHF,2026-03-26,2025-12-31,0.46,USD,
CING,CINGULATE INCORPORATED,2026-03-26,2025-12-31,-0.56,USD,
CMC,COMMERCIAL METALS COMPANY,2026-03-26,2026-02-28,1.28,USD,pre-market
CNADF,CNADF,2026-03-26,2026-01-31,,USD,
CNENF,CNENF,2026-03-26,2026-01-31,,USD,
CNICF,CNICF,2026-03-26,2025-12-31,0.68,USD,
CNLLF,CNLLF,2026-03-26,2025-12-31,,USD,
CNPPF,CNPPF,2026-03-26,2025-12-31,,USD,
CNTTQ,CNTTQ,2026-03-26,2025-12-31,0,USD,
COEP,COEPTIS THERAPEUTICS HOLDINGS INCORPORATED,2026-03-26,2025-12-31,,USD,
CRCUF,CRCUF,2026-03-26,2025-12-31,,USD,
CRNCY,CRNCY,2026-03-26,2025-12-31,,USD,
CRNZF,CRNZF,2026-03-26,2025-12-31,,USD,
CRT,CROSS TIMBERS ROYALTY TRUST,2026-03-26,2025-12-31,,USD,
CRWOF,CRWOF,2026-03-26,2025-12-31,0.41,USD,
CSPHF,CSPHF,2026-03-26,2025-12-31,,USD,
CSWYF,CSWYF,2026-03-26,2025-12-31,,USD,
CSWYY,CSWYY,2026-03-26,2025-12-31,,USD,
CTRGF,CTRGF,2026-03-26,2025-12-31,,USD,
CYMBF,CYMBF,2026-03-26,2025-12-31,,USD,
CZASF,CZASF,2026-03-26,2025-12-31,,USD,
CZGZF,CZGZF,2026-03-26,2025-12-31,,USD,
DEUZF,DEUZF,2026-03-26,2025-12-31,,USD,
DGTLF,DGTLF,2026-03-26,2025-12-31,,USD,
DLPN,DOLPHIN ENTERTAINMENT INCORPORATED,2026-03-26,2025-12-31,,USD,
DLVHF,DLVHF,2026-03-26,2025-12-31,,USD,
DNFGF,DNFGF,2026-03-26,2025-12-31,,USD,
DNGDF,DNGDF,2026-03-26,2025-12-31,0.11,USD,
DNOPF,DNOPF,2026-03-26,2025-12-31,0.47,USD,
DPRO,DRAGANFLY INCORPORATED,2026-03-26,2025-12-31,-0.13,USD,
DRCT,DIRECT DIGITAL HOLDINGS INC CLASS A,2026-03-26,2025-12-31,-17.59,USD,
DTWOF,DTWOF,2026-03-26,2026-02-28,,USD,
DYFSF,DYFSF,2026-03-26,2025-12-31,,USD,
ECRAF,ECRAF,2026-03-26,2025-12-31,,USD,
EDTXF,EDTXF,2026-03-26,2025-12-31,-0.02,USD,
EGKLF,EGKLF,2026-03-26,2025-12-31,,USD,
EGMLF,EGMLF,2026-03-26,2026-02-28,,USD,
EIHDF,EIHDF,2026-03-26,2025-12-31,,USD,
ELAB,PMGC HOLDINGS INCORPORATED,2026-03-26,2025-12-31,,USD,
ELP,ELP,2026-03-26,2025-12-31,0.1628,USD,
EP,EMPIRE PETROLEUM CORPORATION,2026-03-26,2025-12-31,,USD,
EQ,EQUILLIUM INC,2026-03-26,2025-12-31,-0.08,USD,
ETOLF,ETOLF,2026-03-26,2025-12-31,0.05,USD,
EVMN,EVOMMUNE INC,2026-03-26,2025-12-31,-0.84,USD,
EXNRF,EXNRF,2026-03-26,2025-12-31,,USD,
FBLA,FB BANCORP INCORPORATED,2026-03-26,2025-12-31,,USD,
FEMY,FEMASYS INCORPORATED,2026-03-26,2025-12-31,,USD,
FFMGF,FFMGF,2026-03-26,2025-12-31,,USD,
FGSGF,FGSGF,2026-03-26,2025-12-31,-0.03,USD,
FMANF,FMANF,2026-03-26,2026-02-28,,USD,
FOSUF,FOSUF,2026-03-26,2025-12-31,,USD,
FOSYF,FOSYF,2026-03-26,2025-12-31,,USD,
FPAFY,FPAFY,2026-03-26,2025-12-31,,USD,
FRTAF,FRTAF,2026-03-26,2025-12-31,1.62,USD,
FTLF,FITLIFE BRANDS INCORPORATED,2026-03-26,2025-12-31,0.25,USD,
GANX,GAIN THERAPEUTICS INC,2026-03-26,2025-12-31,-0.14,USD,
GCPEF,GCPEF,2026-03-26,2025-12-31,,USD,
GELEF,GELEF,2026-03-26,2026-01-31,,USD,
GENMF,GENMF,2026-03-26,2025-12-31,,USD,
GLATF,GLATF,2026-03-26,2025-12-31,,USD,
GMHLF,GMHLF,2026-03-26,2025-12-31,,USD,
GMINF,GMINF,2026-03-26,2025-12-31,0.51,USD,
GNENF,GNENF,2026-03-26,2025-12-31,0.17,USD,
GNGYF,GNGYF,2026-03-26,2025-12-31,,USD,
GODZF,GODZF,2026-03-26,2026-01-31,,USD,
GOVX,GEOVAX LABS INCORPORATED,2026-03-26,2025-12-31,7.0,USD,
GPCR,STRUCTURE THERAPEUTICS INC,2026-03-26,2025-12-31,-0.28,USD,
GRNWF,GRNWF,2026-03-26,2025-12-31,-0.02,USD,
GTRIF,GTRIF,2026-03-26,2025-12-31,,USD,
GUOSF,GUOSF,2026-03-26,2025-12-31,,USD,
GZUHF,GZUHF,2026-03-26,2025-12-31,,USD,
GZUHY,GZUHY,2026-03-26,2025-12-31,,USD,
HCINF,HCINF,2026-03-26,2025-12-31,,USD,
HCWC,HEALTHY CHOICE WELLNESS CORP - CLASS A,2026-03-26,2025-12-31,,USD,
HHULF,HHULF,2026-03-26,2025-12-31,,USD,
HLAGF,HLAGF,2026-03-26,2025-12-31,-0.69,USD,
HMRZF,HMRZF,2026-03-26,2026-02-28,0.43,USD,
HNNMY,HNNMY,2026-03-26,2026-02-28,,USD,
HOUR,HOUR LOOP INC,2026-03-26,2025-12-31,,USD,
HPMCD,HPMCD,2026-03-26,2025-12-31,,USD,
HPMCF,HPMCF,2026-03-26,2025-12-31,,USD,
HQI,HIREQUEST INC,2026-03-26,2025-12-31,0.12,USD,
HRSHF,HRSHF,2026-03-26,2025-12-31,0.44,USD,
HUATF,HUATF,2026-03-26,2025-12-31,0.38,USD,
HURA,TUHURA BIOSCIENCES INC,2026-03-26,2025-12-31,-0.12,USD,
HWAIF,HWAIF,2026-03-26,2025-12-31,-0.02,USD,
HWTHF,HWTHF,2026-03-26,2026-02-28,,USD,
ICCM,ICECURE MEDICAL LTD,2026-03-26,2025-12-31,-0.04,USD,
ICU,SEASTAR MEDICAL HOLDING CORPORATION,2026-03-26,2025-12-31,-0.97,USD,
IDCBF,IDCBF,2026-03-26,2025-12-31,,USD,
IKT,INHIBIKASE THERAPEUTICS INCORPORATED,2026-03-26,2025-12-31,-0.12,USD,
INCPF,INCPF,2026-03-26,2025-12-31,,USD,
INMB,INMUNE BIO INCORPORATED,2026-03-26,2025-12-31,,USD,
INPOY,INPOY,2026-03-26,2025-12-31,,USD,
IPGGF,IPGGF,2026-03-26,2025-12-31,,USD,
IPHA,INNATE PHARMA,2026-03-26,2025-12-31,,USD,pre-market
IPHYF,IPHYF,2026-03-26,2025-12-31,,USD,
IRIX,IRIDEX CORPORATION,2026-03-26,2025-12-31,,USD,
ITHUF,ITHUF,2026-03-26,2025-12-31,0,USD,
ITMSF,ITMSF,2026-03-26,2025-12-31,0.12,USD,
IVVD,INVIVYD INC,2026-03-26,2025-12-31,-0.0864,USD,
IZEA,IZEA WORLDWIDE INCORPORATED,2026-03-26,2025-12-31,,USD,
JBIO,AEROVATE THERAPEUTICS INC,2026-03-26,2025-12-31,-0.45,USD,
JEXYF,JEXYF,2026-03-26,2025-12-31,,USD,
JEXYY,JEXYY,2026-03-26,2025-12-31,0.6381,USD,
JFIN,JIAYIN GROUP INC,2026-03-26,2025-12-31,,USD,
JINFF,JINFF,2026-03-26,2025-12-31,,USD,
JXFGF,JXFGF,2026-03-26,2025-12-31,,USD,
KOD,KODIAK SCIENCES INC,2026-03-26,2025-12-31,-1.02,USD,
KRLTF,KRLTF,2026-03-26,2025-12-31,,USD,
KRRYF,KRRYF,2026-03-26,2025-12-31,,USD,
KULR,KULR TECHNOLOGY GROUP INCORPORATED,2026-03-26,2025-12-31,,USD,
KWGPF,KWGPF,2026-03-26,2025-12-31,,USD,
KYTX,KYVERNA THERAPEUTICS INCORPORATED,2026-03-26,2025-12-31,-0.8,USD,
LEAT,LEAT,2026-03-26,2025-12-31,,USD,
LGFRY,LGFRY,2026-03-26,2025-12-31,,USD,
LHAI,LINKHOME HOLDINGS INCORPORATED,2026-03-26,2025-12-31,,USD,
LHUAF,LHUAF,2026-03-26,2025-12-31,,USD,
LJUIF,LJUIF,2026-03-26,2025-12-31,,USD,
LMRI,LUMEXA IMAGING HOLDINGS INC,2026-03-26,2025-12-31,0.05,USD,pre-market
LNGPF,LNGPF,2026-03-26,2025-12-31,,USD,
LPKFF,LPKFF,2026-03-26,2025-12-31,,USD,
LSDAF,LSDAF,2026-03-26,2025-12-31,5.95,USD,
LSF,LAIRD SUPERFOOD INC,2026-03-26,2025-12-31,-0.06,USD,post-market
LTRN,LANTERN PHARMA INCORPORATED,2026-03-26,2025-12-31,,USD,
LVLU,LULU'S FASHION LOUNGE HOLDINGS INCORPORATED,2026-03-26,2025-12-31,,USD,
LVZPF,LVZPF,2026-03-26,2025-12-31,0.37,USD,
MAANF,MAANF,2026-03-26,2025-12-31,,USD,
MAOFF,MAOFF,2026-03-26,2025-12-31,,USD,
MCRPF,MCRPF,2026-03-26,2025-12-31,,USD,
MDAI,SPECTRAL AI INCORPORATED,2026-03-26,2025-12-31,-0.12,USD,
MDEVF,MDEVF,2026-03-26,2025-12-31,,USD,
MDEVY,MDEVY,2026-03-26,2025-12-31,,USD,
MEDOF,MEDOF,2026-03-26,2025-12-31,,USD,
MHIVF,MHIVF,2026-03-26,2025-12-31,,USD,
MKDTY,MKDTY,2026-03-26,2025-12-31,0,USD,
MNDDF,MNDDF,2026-03-26,2025-12-31,,USD,
MOB,MOBILICOM LIMITED,2026-03-26,2025-12-31,,USD,
MPTI,M-TRON INDUSTRIES INC,2026-03-26,2025-12-31,0.64,USD,
MRRLF,MRRLF,2026-03-26,2025-12-31,,USD,
MTA,METALLA ROYALTY AND STREAMING LTD,2026-03-26,2025-12-31,,USD,
MYSZ,MY SIZE INCORPORATED,2026-03-26,2025-12-31,-0.32,USD,
NAK,NORTHERN DYNASTY MINERALS LTD,2026-03-26,2025-12-31,,USD,
NBVAF,NBVAF,2026-03-26,2026-01-31,,USD,
NMAX,NEWSMAX INC CLASS B,2026-03-26,2025-12-31,-0.07,USD,post-market
NMREF,NMREF,2026-03-26,2026-02-28,,USD,
NMYSF,NMYSF,2026-03-26,2026-01-31,,USD,
NSFDF,NSFDF,2026-03-26,2025-12-31,,USD,
NTHI,NEONC TECHNOLOGIES HOLDINGS INC,2026-03-26,2025-12-31,,USD,
NVTQF,NVTQF,2026-03-26,2026-01-31,,USD,
